id,data_reclamacao,estado,regiao,categoria,status,texto
1697,2023-04-18,MG,Sudeste,Bancos e Cartões,Não resolvida,"Bom dia, a taxa de juros do cheque especial saltou de 7% para 20% sem aviso prévio. Me sinto enganada como cliente há mais de 12 anos.  Vou processar a empresa. 🤬😭💸"
1698,2023-12-18,DF,Centro-Oeste,Telecomunicações,Não resolvida,"A Net aumentou a mensalidade do meu plano de R$ 86,75 para R$ 31 mil sem aviso prévio. Considero isso prática abusiva."
1699,2023-01-12,SP,Sudeste,Comércio Eletrônico,Resolvida,"Solicitei o estorno do valor R$ 6.435,11

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
1700,2024-02-09,RS,Sul,Bancos e Cartões,Resolvida,A taxa de juros do cheque especial saltou de 6% para 15% sem aviso prévio. Me sinto enganada como cliente há mais de 20 anos.
1701,2024-06-26,MG,Sudeste,Educação,Não resolvida,Tenho problemas recorrentes com a Yduqs há meses Já não confio mais
1702,2024-02-14,SP,Sudeste,Transporte Aéreo,Resolvida,ruim
1703,2023-11-10,SC,Sul,Bancos e Cartões,Resolvida,  
1704,2023-07-31,RJ,Sudeste,Saúde — Planos,Não resolvida,"Boa tarde, estou tentando agendar uma consulta com cardiologista pelo Unimed há 10 um tempão e nunca há vagas em nenhum dos prestadores credenciados.  Espero solução urgente."
1705,2023-10-26,RJ,Sudeste,Bancos e Cartões,Sem resposta da empresa,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo??"
1706,2024-07-27,AM,Norte,Comércio Eletrônico,Em análise,O produto chegou com defeito e a Magazine Luiza insiste q eu pague o frete da devolução. Isso é ilegal segundo o CDC.
1707,2024-03-10,TO,Norte,Energia Elétrica,Em análise,"Boa tarde, solicitei religação após pagamento da fatura no dia 07.09.2023 e até hoje, 5 dias depois, sigo sem energia."
1708,2023-03-03,PE,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Solicitei o estorno do valor R$ 82

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
1709,2024-01-10,MA,Nordeste,Comércio Eletrônico,Não resolvida,"ja é a 4a vez que tento devolver um produto pra Shopee e eles ficam empurrando, isso é prática abusiva.  Espero solução urgente."
1710,2024-07-12,SP,Sudeste,Bancos e Cartões,Resolvida,
1711,2023-06-09,CE,Nordeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 04/08/23 e continuei sendo cobrado. Inclusive já enviei e-mail, liguei na central e nada foi feito.  Não recomendo a empresa."
1712,2024-11-12,CE,Nordeste,Comércio Eletrônico,Em análise,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 97."
1713,2023-04-04,GO,Centro-Oeste,Imobiliário,Não resolvida,horrível
1714,2023-12-07,BA,Nordeste,Telecomunicações,Não resolvida,"Boa noite, eSTOU SEM INTERNET HÁ 45 DIAS E A Claro NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE!!! 😡🤬😠"
1715,2023-12-02,SP,Sudeste,Imobiliário,Não resolvida,Tenho problemas recorrentes com a MRV há meses. Já jamais confio mais.  Quero cancelar tudo agora.
1716,2024-02-24,BA,Nordeste,Comércio Eletrônico,Não resolvida,"Boa noite, o produto chegou com defeito e a Magazine Luiza insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC. 😩"
1717,2024-07-25,RR,Norte,Seguros,Em análise,"Atendimento da SulAmérica é péssimo, ninguém resolve nada.  Não recomendo a empresa."
1718,2023-09-22,SP,Sudeste,Telecomunicações,Não resolvida,A Oi aumentou a mensalidade do meu plano de R$ 416 para R$ 23 mil sem aviso prévio. Considero isso prática abusiva.
1719,2023-12-31,CE,Nordeste,Comércio Eletrônico,Não resolvida,"comprei pra presentear, chegou ATRASADO E QUEBRADO, ja fiz protocolo umas 5 vezes na Casas Bahia"
1720,2023-07-14,SP,Sudeste,Comércio Eletrônico,Em análise,0/10
1721,2023-11-18,SP,Sudeste,Energia Elétrica,Não resolvida,"Solicitei religação após pagamento da fatura no dia 10.10.2023 e até hoje, 5 dias depois, sigo sem energia.  Vou registrar no Procon."
1722,2024-08-20,RJ,Sudeste,Educação,Sem resposta da empresa,"Atendimento da Estácio é ruim demais, ninguém resolve nada."
1723,2023-08-13,SC,Sul,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 9.533,34 aparece na minha fatura há 10 meses."
1724,2024-06-22,SP,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Submarino insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC. 💸
1725,2023-05-25,AL,Nordeste,Telecomunicações,Em análise,"fala que tem 500 mega mas chega aqui em casa 15 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta"
1726,2023-01-12,DF,Centro-Oeste,Bancos e Cartões,Resolvida,"Boa noite, o aplicativo do Itaú fica fora do ar há 90 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
1727,2024-01-11,SP,Sudeste,Comércio Eletrônico,Sem resposta da empresa,PRODUTO CHEGOU QUEBRADO E A Submarino NÃO QUER RESPONSABILIZAR!!! ABSURDO.  Vou processar a empresa.
1728,2024-10-28,PR,Sul,Saúde — Planos,Não resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano"
1729,2023-10-12,AP,Norte,Bancos e Cartões,Resolvida,A taxa de juros do cheque especial saltou de 3% para 12% sem aviso prévio Me sinto enganada como cliente há mais de 8 anos  Atenciosamente
1730,2023-01-29,PR,Sul,Bancos e Cartões,Em análise,"sou cliente do Santander ha 18 bastante tempo e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas."
1731,2024-05-06,SP,Sudeste,Telecomunicações,Não resolvida,pessimo
1732,2024-03-26,PR,Sul,Saúde — Planos,Em análise,"Em 10.09.2024, o Sulamérica negou cobertura para uma consulta de urgência alegando carência. Considero abusivo."
1733,2023-08-19,PA,Norte,Bancos e Cartões,Resolvida,"Bom dia, fui ao caixa eletrônico do Inter no dia 10 de dezembro e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguem deu solução. Meu CPF é 987.654.321-11 para confirmação."
1734,2023-10-21,PE,Nordeste,Bancos e Cartões,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
1735,2024-12-11,MA,Nordeste,Comércio Eletrônico,Resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 5.202,82."
1736,2023-10-06,BA,Nordeste,Bancos e Cartões,Não resolvida,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo??"
1737,2024-07-08,PE,Nordeste,Comércio Eletrônico,Em análise,"Comprei um fogão na Submarino, paguei R$ 398,19, e o produto chegou diferente do anunciado. Já tentei resolver pela central e fui ignorado."
1738,2024-11-08,MG,Sudeste,Bancos e Cartões,Resolvida,.
1739,2023-01-25,MG,Sudeste,Telecomunicações,Resolvida,Contratei o plano de internet de 200 mega da Net no dia 21/11/24 e até hoje a velocidade nunca passa de 20 mega. Eu já fiz 3 protocolos e ninguem resolve.
1740,2023-10-30,MG,Sudeste,Telecomunicações,Em análise,Estou sendo cobrado por um serviço de assinatura q nunca contratei. O valor de R$ 88 mil aparece na minha fatura há 8 meses.  Estou indignado.
1741,2023-05-28,SP,Sudeste,Telecomunicações,Resolvida,"Meu plano de telefonia da Tim parou de funcionar após uma atualização do sistema, e há 14 dias naum consigo fazer ligações.  Aguardo retorno. Meu telefone para retorno: (21) 91234-5678."
1742,2023-02-02,GO,Centro-Oeste,Telecomunicações,Em análise,"Boa noite, solicitei o cancelamento do plano em 09/03/2024 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito."
1743,2023-06-05,MG,Sudeste,Saneamento,Resolvida,Tenho problemas recorrentes com a Sanepar há meses. Inclusive já não confio mais.
1744,2024-10-02,RJ,Sudeste,Seguros,Em análise,ok
1745,2024-10-24,MT,Centro-Oeste,Bancos e Cartões,Resolvida,Fui ao caixa eletrônico do Banco do Brasil no dia 21-04-2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.
1746,2023-10-07,AM,Norte,Telecomunicações,Não resolvida,Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 410 aparece na minha fatura há 6 meses.
1747,2024-09-05,RJ,Sudeste,Bancos e Cartões,Resolvida,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Banco do Brasil e continuei recebendo cobranças de anuidade.
1748,2024-05-05,RJ,Sudeste,Comércio Eletrônico,Em análise,Comprei um produto na Shopee no dia 12/04/24 e até agr nunca recebi. O prazo era de 10 dias e já se passaram 25.
1749,2023-03-05,AM,Norte,Comércio Eletrônico,Resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 437.  Aguardo retorno."
1750,2024-04-30,PE,Nordeste,Transporte Aéreo,Resolvida,Minha bagagem foi extraviada no voo de 17.05.2024 e a Gol se recusa a indenizar pelo valor declarado.
1751,2023-02-23,MS,Centro-Oeste,Telecomunicações,Não resolvida,pessimo
1752,2024-01-18,MG,Sudeste,Energia Elétrica,Não resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo que tinha na geladeira e a Light nao da satisfação"
1753,2024-06-04,RS,Sul,Saúde — Planos,Não resolvida,
1754,2024-05-17,SP,Sudeste,Bancos e Cartões,Resolvida,"ROUBARAM MEU CARTÃO E O Bradesco NÃO QUER ESTORNAR!!! 5 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 5.213,35!!! ABSURDO.  Vou processar a empresa."
1755,2023-07-10,SP,Sudeste,Comércio Eletrônico,Não resolvida,O produto chegou com defeito e a Amazon insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC. 😤😠😭
1756,2024-05-08,PE,Nordeste,Bancos e Cartões,Não resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
1757,2024-06-17,RN,Nordeste,Transporte Aéreo,Não resolvida,Minha bagagem foi extraviada no voo de 25/08/23 e a LATAM se recusa a indenizar pelo valor declarado  Vou registrar no Procon
1758,2024-03-03,MT,Centro-Oeste,Saúde — Planos,Não resolvida,"plano negou meu exame de novo, ja é a 5a vez esse ano, isso é cobertura ou que? pago certinho todo mes"
1759,2023-01-18,BA,Nordeste,Saúde — Planos,Resolvida,Meu plano de saúde Amil negou autorização para um exame solicitado pelo médico em 17 de dezembro. Sem justificativa adequada.  Espero solução urgente.
1760,2024-03-06,BA,Nordeste,Energia Elétrica,Sem resposta da empresa,"Recebi conta de luz com valor de R$ 71 mil este mês — três vezes maior q a média histórica, mesmo sem mudança de hábitos. A Light não explica."
1761,2024-04-24,SP,Sudeste,Transporte Aéreo,Em análise,Minha bagagem foi extraviada no voo de 30/04/24 e a Azul se recusa a indenizar pelo valor declarado.
1762,2023-02-08,BA,Nordeste,Bancos e Cartões,Resolvida,"Tomei um empréstimo no Caixa e os juros foram aplicados em valor diferente do contratado — pagaria R$ 785,78, está vindo R$ 26 mil."
1763,2023-05-15,CE,Nordeste,Energia Elétrica,Não resolvida,ok
1764,2024-10-31,SP,Sudeste,Telecomunicações,Em análise,Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 53 mil aparece na minha fatura há 6 meses.
1765,2023-10-16,PR,Sul,Bancos e Cartões,Não resolvida,A taxa de juros do cheque especial saltou de 6% para 10% sem aviso prévio. Me sinto enganada como cliente há mais de 18 anos. 👎😭😩
1766,2023-08-09,PR,Sul,Telecomunicações,Resolvida,"A Net aumentou a mensalidade do meu plano de R$ 391,98 para R$ 69 mil sem aviso prévio. Considero isso prática abusiva."
1767,2024-07-02,PA,Norte,Energia Elétrica,Não resolvida,A luz caiu na minha rua às 11h45 de 4 de junho e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
1768,2024-07-11,BA,Nordeste,Seguros,Resolvida,
1769,2023-08-27,BA,Nordeste,Transporte Aéreo,Em análise,"Boa tarde, voo da Azul cancelado sem aviso prévio em 23/04/2024. Perdi compromisso de trabalho importante e até hoje não obtive reembolso.  Espero solução urgente."
1770,2024-08-08,BA,Nordeste,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo q tinha na geladeira e a Light nao da satisfação.  Vou processar a empresa."
1771,2024-02-02,RJ,Sudeste,Energia Elétrica,Resolvida,"minha conta de luz veio R$ 271, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Enel e disseram que ta tudo certo, mas como pode??"
1772,2023-12-25,DF,Centro-Oeste,Bancos e Cartões,Resolvida,Bought this product yesterday and it arrived broken. Service is terrible.
1773,2023-06-18,PB,Nordeste,Energia Elétrica,Em análise,"Solicitei religação após pagamento da fatura no dia 24-03-2023 e até hoje, 5 dias depois, sigo sem energia."
1774,2023-12-21,PB,Nordeste,Telecomunicações,Não resolvida,"Boa noite, a Vivo aumentou a mensalidade do meu plano de R$ 9.383,84 para R$ 64,16 sem aviso prévio. Considero isso prática abusiva."
1775,2023-01-14,PR,Sul,Energia Elétrica,Em análise,minha conta de luz veio R$ 34 mil mes passado tinha vindo 200 ngm explica oq aconteceu ja liguei na Celpe e disseram que ta tudo certo mas como pode
1776,2024-08-09,RJ,Sudeste,Telecomunicações,Sem resposta da empresa,"A Net aumentou a mensalidade do meu plano de R$ 3.477,59 para R$ 86,68 sem aviso prévio. Considero isso prática abusiva.  Espero solução urgente."
1777,2024-05-15,SP,Sudeste,Comércio Eletrônico,Resolvida,Recebi o produto errado da Mercado Livre: pedi um notebook e veio um carregador. Requisitei a troca há duas semanas e ninguém retorna.
1778,2023-08-11,SP,Sudeste,Energia Elétrica,Resolvida,A luz caiu na minha rua às 21h57 de 31-07-2024 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
1779,2024-02-21,SP,Sudeste,Comércio Eletrônico,Não resolvida,"Boa tarde, comprei um produto na Mercado Livre no dia 27.03.2023 e até agora jamais recebi. O prazo era de 10 dias e já se passaram 25."
1780,2024-05-28,MG,Sudeste,Saúde — Planos,Não resolvida,"Sou cliente há 8 muito tempo e o reajuste do plano foi de 38% este ano, sem qualquer transparência no cálculo.  Atenciosamente."
1781,2023-01-20,RJ,Sudeste,Educação,Resolvida,Tenho problemas recorrentes com a Anhanguera há meses. Já não confio mais.
1782,2024-07-06,DF,Centro-Oeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 26-03-2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito.  Não recomendo a empresa."
1783,2023-01-21,AM,Norte,Bancos e Cartões,Resolvida,Fui ao caixa eletrônico do Itaú no dia 07.01.2024 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução.
1784,2023-10-26,SE,Nordeste,Telecomunicações,Sem resposta da empresa,Contratei o plano de internet de 500 mega da SKY no dia 14-04-2024 e até hoje a velocidade jamais passa de 30 mega. Já fiz três protocolos e ninguém resolve. 😠
1785,2024-10-15,BA,Nordeste,Saúde — Planos,Resolvida,negaram tudo
1786,2023-11-16,MA,Nordeste,Bancos e Cartões,Sem resposta da empresa,A taxa de juros do cheque especial saltou de 5% para 14% sem aviso prévio. Me sinto enganada como cliente há mais de 5 anos.
1787,2023-05-18,PR,Sul,Transporte Aéreo,Resolvida,"voo atrasou 8 horas, perdi conexao, a Azul nao deu nem agua direito, isso é desrespeito com o consumidor.  Estou indignado."
1788,2024-11-12,MG,Sudeste,Telecomunicações,Em análise,Contratei portabilidade da SKY para a Oi e fiquei 30 dias sem linha funcionando. Perdi negócios importantes nesse período.
1789,2024-08-11,BA,Nordeste,Saúde — Planos,Resolvida,"Boa tarde, o Bradesco Saúde cancelou meu plano alegando inadimplência, mas tenho todos os comprovantes de pagamento em dia."
1790,2023-03-31,SE,Nordeste,Saneamento,Resolvida,"Atendimento da Sabesp é péssimo, ninguém resolve nada.  Atenciosamente."
1791,2023-08-27,BA,Nordeste,Telecomunicações,Resolvida,"cancelei o plano e continuam cobrando, ja é a 6a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear"
1792,2023-09-30,SP,Sudeste,Bancos e Cartões,Não resolvida,"Boa tarde, solicitei a portabilidade do meu salário para o Caixa em 03/06/2024 e até hoje, 14 dias depois, o processo não foi concluído."
1793,2023-05-27,PE,Nordeste,Energia Elétrica,Não resolvida,ESTOU SEM LUZ HÁ 3 DIAS TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS É UMA QUESTÃO DE SAÚDE
1794,2024-01-12,CE,Nordeste,Seguros,Resolvida,"Atendimento da Porto Seguro é horrível, ninguém resolve nada.  Quero cancelar tudo agora."
1795,2023-07-10,RN,Nordeste,Energia Elétrica,Não resolvida,ESTOU SEM LUZ HÁ 3 DIAS!!!!!!!!!!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!!!!!!!!!!! É UMA QUESTÃO DE SAÚDE!!!!!!!!!!!!
1796,2023-09-26,SP,Sudeste,Telecomunicações,Resolvida,"Boa tarde, meu plano de telefonia da Oi parou de funcionar após uma atualização do sistema, e há 5 dias jamais consigo fazer ligações.  Aguardo retorno."
1797,2023-06-29,BA,Nordeste,Telecomunicações,Não resolvida,"A Tim aumentou a mensalidade do meu plano de R$ 49,73 para R$ 94,18 sem aviso prévio. Considero isso prática abusiva."
1798,2024-07-26,ES,Sudeste,Telecomunicações,Resolvida,"Solicitei o estorno do valor R$ 82 mil

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
1799,2023-09-10,MT,Centro-Oeste,Telecomunicações,Sem resposta da empresa,"Net cobrou 6 faturas duplicadas no meu cartao, ja contestei e ninguem resolve, isso nao pode ser certo"
1800,2023-11-01,DF,Centro-Oeste,Saúde — Planos,Sem resposta da empresa,"Sou cliente há 20 anos e o reajuste do plano foi de 32% este ano, sem qualquer transparência no cálculo.  Aguardo retorno."
1801,2023-09-09,RJ,Sudeste,Seguros,Sem resposta da empresa,A SulAmérica não respondeu ao meu protocolo nº 2895065.
1802,2023-12-25,SP,Sudeste,Seguros,Em análise,Tenho problemas recorrentes com a Bradesco Seguros há meses. Já não confio mais.  Atenciosamente.
1803,2023-06-20,CE,Nordeste,Energia Elétrica,Resolvida,"Bom dia, recebi conta de luz com valor de R$ 22,86 este mês — 3 vezes maior q a média histórica, mesmo sem mudança de hábitos. A Celpe nunca explica."
1804,2024-08-24,RJ,Sudeste,Comércio Eletrônico,Em análise,Recebi o produto errado da Amazon: pedi um notebook e veio um carregador. Requisitei a troca há duas uns dias e ninguém retorna.  Atenciosamente.
1805,2024-09-02,SP,Sudeste,Seguros,Resolvida,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
1806,2024-11-12,SP,Sudeste,Telecomunicações,Resolvida,ESTOU SEM INTERNET HÁ 5 DIAS E A Claro NÃO MANDA TÉCNICO!!! ISSO É UM ABSURDO!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE!!!
1807,2024-12-29,ES,Sudeste,Comércio Eletrônico,Resolvida,péssima loja
1808,2024-06-11,PE,Nordeste,Telecomunicações,Em análise,"Bom dia, eSTOU SEM INTERNET HÁ 45 DIAS E A Net NÃO MANDA TÉCNICO!!!!!!!!!!!! ISSO É UM ABSURDO!!!!!!!!!!!! TENHO REUNIÕES IMPORTANTES E NINGUÉM RESOLVE...  Espero solução urgente..."
1809,2024-03-11,MG,Sudeste,Energia Elétrica,Não resolvida,A luz caiu na minha rua às 16h07 de 15-07-2023 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
1810,2024-01-23,SC,Sul,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo que tinha na geladeira e a Light nao da satisfação"
1811,2024-07-13,BA,Nordeste,Imobiliário,Não resolvida,A Tenda jamais respondeu ao meu protocolo nº 8753058.  Vou processar a empresa.
1812,2024-03-23,PA,Norte,Telecomunicações,Resolvida,ruim
1813,2023-09-24,PR,Sul,Bancos e Cartões,Em análise,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Banco do Brasil e continuei recebendo cobranças de anuidade.
1814,2023-06-13,SC,Sul,Telecomunicações,Não resolvida,"to com problema com a Claro a 6 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
1815,2024-04-07,RJ,Sudeste,Seguros,Não resolvida,A Bradesco Seguros não respondeu ao meu protocolo nº 5768437.
1816,2024-12-04,RS,Sul,Comércio Eletrônico,Em análise,
1817,2023-06-27,RJ,Sudeste,Bancos e Cartões,Resolvida,"sou cliente do Inter ha 8 muito tempo e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas.  Aguardo retorno."
1818,2023-04-23,RR,Norte,Bancos e Cartões,Sem resposta da empresa,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo??"
1819,2023-01-21,RJ,Sudeste,Bancos e Cartões,Sem resposta da empresa,"Solicitei a portabilidade do meu salário para o Itaú em 17 de outubro e até hoje, 30 dias depois, o processo não foi concluído."
1820,2024-10-27,CE,Nordeste,Telecomunicações,Resolvida,horrivel
1821,2024-04-28,SP,Sudeste,Saúde — Planos,Não resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano"
1822,2024-07-25,PE,Nordeste,Telecomunicações,Em análise,"to com problema com a Oi a 3 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia Meu CPF é 123.456.789-00 para confirmação."
1823,2024-03-02,MA,Nordeste,Telecomunicações,Em análise,A internet caiu há 7 dias e a Net jamais dá previsão de retorno Trabalho de casa e estou sem condições de exercer minhas atividades Meu telefone para retorno: (11) 98765-4321.
1824,2023-11-24,RJ,Sudeste,Comércio Eletrônico,Não resolvida,"comprei uma TV de 79 mil reais na Casas Bahia e quando chegou tava toda quebrada, mandei a foto e ngm resolve 😡😠💸"
1825,2023-11-03,SP,Sudeste,Telecomunicações,Não resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 490,90 aparece na minha fatura há 8 meses."
1826,2024-12-04,BA,Nordeste,Telecomunicações,Não resolvida,A internet caiu há 60 dias e a Net não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.  Aguardo retorno.
1827,2024-04-15,RS,Sul,Comércio Eletrônico,Resolvida,"comprei uma TV de 91,77 reais na Magazine Luiza e quando chegou tava toda quebrada, mandei a foto e ngm resolve.  Estou indignado."
1828,2023-12-02,MT,Centro-Oeste,Energia Elétrica,Não resolvida,ESTOU SEM LUZ HÁ 3 DIAS!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!! É UMA QUESTÃO DE SAÚDE.  Estou indignado.
1829,2024-12-06,BA,Nordeste,Bancos e Cartões,Em análise,"Solicitei o estorno do valor R$ 192

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
1830,2024-05-21,TO,Norte,Telecomunicações,Não resolvida,"to com problema com a Vivo a 2 messes ja, internet ruim e ngm resolve, ja paguei tudo direitinho mas o servico continua pessimo. ja perdi a paciencia"
1831,2023-12-14,RJ,Sudeste,Imobiliário,Não resolvida,"Boa tarde, tenho problemas recorrentes com a MRV há meses. Já nunca confio mais.  Já não tenho paciência."
1832,2024-10-25,SP,Sudeste,Bancos e Cartões,Resolvida,"fizeram cobrança indevida no meu cartão, valor R$ 420, ja contestei 4 vezes e nada do banco Bradesco responder, parece que tao querendo q eu desista"
1833,2023-02-12,MG,Sudeste,Telecomunicações,Resolvida,uma decepção
1834,2024-02-20,SP,Sudeste,Transporte Aéreo,Resolvida,Voo da Gol cancelado sem aviso prévio em 29/11/2023. Perdi compromisso de trabalho importante e até até hoje não obtive reembolso.  Quero cancelar tudo agora.
1835,2024-05-15,BA,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Bom dia, comprei um fone bluetooth na Americanas, paguei R$ 1.764,40, e o produto chegou diferente do anunciado. Já tentei resolver pela central e fui ignorado.  Vou processar a empresa."
1836,2023-10-19,PI,Nordeste,Bancos e Cartões,Resolvida,"O aplicativo do Santander fica fora do ar há 90 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários. 😩👎"
1837,2024-06-10,RS,Sul,Comércio Eletrônico,Sem resposta da empresa,"Boa noite, recebi o produto errado da Casas Bahia: pedi um notebook e veio um carregador. Pedi a troca há duas uns dias e ninguém retorna.  Não recomendo a empresa."
1838,2023-07-11,DF,Centro-Oeste,Bancos e Cartões,Resolvida,"tava tentando fazer pix e o app ta fora do ar a horas, perdi o prazo de pagamento de boleto e agora vão me cobrar multa, isso é justo??"
1839,2024-12-31,CE,Nordeste,Saúde — Planos,Em análise,"Sou cliente há 5 anos e o reajuste do plano foi de 50% este ano, sem qualquer transparência no cálculo."
1840,2023-05-08,RS,Sul,Bancos e Cartões,Não resolvida,A taxa de juros do cheque especial saltou de 7% para 12% sem aviso prévio. Me sinto enganada como cliente há mais de 18 anos.  Vou registrar no Procon.
1841,2023-12-04,MG,Sudeste,Bancos e Cartões,Resolvida,"O aplicativo do Nubank fica fora do ar há 10 dias, o q me impede de fazer pagamentos no prazo e gera multas e juros desnecessários."
1842,2023-03-18,PA,Norte,Bancos e Cartões,Resolvida,"sou cliente do Itaú ha 10 bastante tempo e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas.  Quero cancelar tudo agora."
1843,2023-11-15,AC,Norte,Bancos e Cartões,Resolvida,Boa noite o aplicativo do Bradesco fica fora do ar há 20 dias o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários
1844,2024-09-05,SP,Sudeste,Comércio Eletrônico,Resolvida,"comprei pra presentear, chegou ATRASADO E QUEBRADO, ja fiz protocolo umas 5 vezes na Amazon.  Atenciosamente. Meu CPF é 123.456.789-00 para confirmação."
1845,2024-06-09,CE,Nordeste,Telecomunicações,Resolvida,"Meu plano de telefonia da Tim parou de funcionar após uma atualização do sistema, e há 90 dias não consigo fazer ligações."
1846,2023-12-12,SC,Sul,Telecomunicações,Não resolvida,"Boa noite, estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 370 aparece na minha fatura há 10 meses."
1847,2024-06-07,DF,Centro-Oeste,Transporte Aéreo,Não resolvida,"Boa noite, minha bagagem foi extraviada no voo de 9 de agosto e a Gol se recusa a indenizar pelo valor declarado."
1848,2024-05-03,SP,Sudeste,Telecomunicações,Resolvida,A internet caiu há 14 dias e a Tim não dá previsão de retorno. Trabalho de casa e to sem condições de exercer minhas atividades.
1849,2023-01-22,RJ,Sudeste,Energia Elétrica,Resolvida,"Olá, eSTOU SEM LUZ HÁ 3 DIAS!!! TEMOS IDOSOS EM CASA QUE PRECISAM DE EQUIPAMENTOS LIGADOS!!! É UMA QUESTÃO DE SAÚDE!!!"
1850,2023-06-11,SP,Sudeste,Seguros,Resolvida,"Atendimento da Bradesco Seguros é horrível, ninguém resolve nada."
1851,2023-05-09,BA,Nordeste,Telecomunicações,Resolvida,"Boa tarde, estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 2.101,60 aparece na minha fatura há 10 meses."
1852,2023-02-21,RJ,Sudeste,Energia Elétrica,Resolvida,Bought this product yesterday and it arrived broken. Service is terrible.
